Category,Product,Variant,Code,Supplier,UnitCost,UnitPrice,Discount,Type,UOM,Released,ID,ProductID,ProductCode,Product Description,Description,Inventory_Cebu,Inventory_Dapa,Inventory_Gen Luna
accessories,Helmet Venzo,Default,10025,Avenue Bikes,590,1050,0,Standard,,14/2/2018,216e1e0b-091c-4abe-9528-f9eebb01e885,f16346a1-2857-477f-873f-f45c696a65bc,,,<p>helmit</p>,0,0,0
accessories,Tools - Bottom Bracket Sacket,Default,10032,Avenue Bikes,75,180,0,Standard,,,276e90b5-9a63-4a28-8c29-a104d604584c,e46236d8-30c0-4027-8ad7-8021ab95ecf8,,,<p>bottom braket sacket</p>,3,2,0
accessories,Balancer 12,Default,10043,Avenue Bikes,75,150,0,Standard,,,d06c1447-ab8c-40c5-8888-598cde56358d,51cb34f3-6e48-4300-ba7d-7b3d64836c1b,,,<p>balancer 12</p>,9,13,2
accessories,Gloves CG-3210 (catcher),Default,10092,,261,530,0,Standard,,,0fd7eff9-3e42-49ff-bbab-10b12af3daab,77e80794-4595-4fab-ad06-206fae62fe58,,,,0,1,0
accessories,Kick Center Stand simi Alloy,Default,10094,Avenue Bikes,120,250,0,Standard,,,1d3ccf38-923a-44b4-8fc2-94ca656b0508,cf789063-ac7b-478a-8480-7194ccac368a,,,,0,11,-1
accessories,Bag - Double Tube Bag,Default,10098,,250,495,0,Standard,,,677ac3aa-e386-46e9-873d-b2de3ffc30ac,838c7641-3e4e-487f-bce8-06e2f16cee4f,,,,1,2,2
accessories,Bag - Triangle Frame bag,Default,10099,,250,590,0,Standard,,,48502a37-1488-4b96-8555-e12ebf396f10,d317992b-1522-47fe-85b6-7e7eb34a16df,,,,0,0,2
accessories,Tools - Folding Allen Alloy (small),Default,10101,Avenue Bikes,185,315,0,Standard,,,eacc6551-49ea-49eb-b118-88a52497518b,66d6413b-a780-4c8e-a814-17b12caa994a,,,,1,2,4
accessories,Tools - Allen Z Type,Default,10108,Avenue Bikes,13.5,35,0,Standard,,,ea35c99b-9a12-44c9-9e53-b9a41c9eae74,6ea06258-8aad-464f-919e-235cc1cc8294,,,,10,20,14
accessories,Pump - Foot Pump Car Type w-Gauge,Default,10109,,120,210,0,Standard,,,d7969c92-9f0c-4b64-b798-b18913fd6749,e66320da-cd0a-483b-9b49-df6d43932963,,,,0,0,0
accessories,Bicycle Computer - Speedometer wired china,Default,10183,CHN,280,480,0,Standard,,,d7c83fe3-013a-4ace-b0e2-44dc97714712,4a0046a8-f5d0-4ea7-a013-ce1251b1d79a,,,,0,0,1
accessories,Light - F-R Light set,Default,10187,,290,395,0,Standard,,,22d0cfce-854f-4c37-9c7e-4f07f4a01776,97ea3842-4862-4ee6-9255-3dbd001379fd,,,,0,0,0
accessories,Tools - Folding tools china ord.,Default,10188,Avenue Bikes,120,220,0,Standard,,,891daf9f-71e6-432f-be32-bc10b4685aa6,98a0cbd8-7c98-4b2f-8bcb-4524d3daad13,,,,7,5,5
accessories,Pump - Foot Pump w/Tank,Default,10202,Avenue Bikes,120,220,0,Standard,,,b99bdeee-a5fd-4109-bb71-f5e3ec186092,76967beb-63ef-41c6-b38d-e813e245f84d,,,,4,0,0
accessories,hand pump w gauge storm #41,Default,10204,,210,395,0,Standard,,,7f953d84-bdc5-409c-9f69-ffb1c005bccd,726b49e7-7508-4543-91e7-972a58fabd80,,,,0,0,0
accessories,Cycling - Imported Jersey Short,Default,10207,Kent,700,1200,0,Standard,,,735e6489-2d93-433e-9815-72a702a0a5da,3367f4a5-8444-4a8f-8f1b-de3185e53246,,,,0,0,0
accessories,Water Bottle - Strider,Default,10208,Avenue Bikes,135,220,0,Standard,,,31757cb7-915f-4459-8775-dbbcd0285374,79e515fc-4ebf-4741-a094-47328f4636a2,,,,0,0,1
accessories,Water Cage - CRANT/STORM,Default,10209,Avenue Bikes,165,330,0,Standard,,,83232c67-989a-4de7-9e32-23d2cc2fb3c2,806091ad-48e4-47a1-bf2b-f061aeac0a01,,,,0,1,1
accessories,Tube Repair Kit,Default,10210,Avenue Bikes,25,50,0,Standard,,,7a2b37f8-45b3-4f35-82db-9f8e12c08710,e71ad9a9-de4d-4c47-a5c1-f816010535e4,,,,22,48,12
accessories,Kickstand - BMX ord,Default,10225,Kent,24,80,0,Standard,,,8288d54e-c47e-4792-a3d0-ff22806d7a27,1febf2e4-180e-4a00-8970-5b3157ed94dc,,,,1,3,5
accessories,Kickstand mtb ord BLK,Default,10226,Kent,40,95,0,Standard,,,83272715-4926-4bba-8a38-f129dbf3ac6e,a1e6fe8b-f192-4046-a080-a8de5eed65eb,,,,4,6,3
accessories,Fender - Mtb-BMX PVC  Blk/Colored,Default,10227,,95,175,0,Standard,,,e574dc1d-f973-4d3f-a103-f49956eb6a9c,7ee89014-8863-4020-82d6-cb5a64c527b1,,,,-6,22.5,-3
accessories,Fender - Bmx steel (blk),Default,10228,,0,75,0,Standard,,,dab6bd9f-cca1-4433-ac77-e7706185ab25,e4083863-e38e-4bb3-a7b2-94934fbebfa5,,,,-2,100,10
accessories,Step Nut - Steel Small,Default,10262,Kent,24,55,0,Standard,,,4ce7df1b-56be-49bf-b17f-a631cb36c8e4,5a92f819-9a23-4d72-9579-7282c1320863,,,,10,38,7
accessories,Step Nut - Alloy Small,Default,10263,Kent,76,150,0,Standard,,,89601494-643c-4c3b-aaa0-7df438dbc2da,15013f87-83c6-42d7-b4fb-0e086694fe72,,,,6,14,1
accessories,Step Nut - Alloy Jumbo,Default,10264,Kent,175,340,0,Standard,,,e8f68e46-ccdf-4743-ba7a-4d3f2a053ffb,2cc54d87-9cdf-471f-8670-903eb4388bc3,,,,8,10,7
accessories,Hydration back pack blue,Default,10322,,444.5,550,0,Standard,,,007f7e93-ea9c-4242-bc16-3993bb963aaf,41702a73-b2c1-4e51-a1ec-978d8f65ce4f,,,<p>Hydration Back Pack Blue</p>,0,0,0
accessories,Hydration Back Pack YELLOW,Default,10323,,444.5,550,0,Standard,,,68c39c09-27a3-4e51-bc50-6d9ff13d6475,1c21aab7-21d9-4eff-aa47-99a9ca3e6760,,,,0,0,0
accessories,Bag - Underseat Cephone Bag,Default,10324,,500,850,0,Standard,,,d456ad7c-5afd-407b-ba0d-3c7f3d84894a,4ec40836-80e0-4224-84fe-25c1fbb5c52e,,,<p>Under Seat Bag</p>,1,4,1
accessories,Horn - Electric with remote switch,Default,10327,,200,350,0,Standard,,,3a17f3f9-1a53-4cb5-b652-4552dedcda79,660a171c-fbfa-493e-ac94-072a7854b180,,,,0,0,0
accessories,Carrier Rack Alloy (Seat Post),Default,10412,,650,900,0,Standard,,,0a76fc48-b29e-4189-aa8f-443d09bc872e,556ca8c2-ae98-4f66-b490-dfd8e8969e98,,,,2,3,1
accessories,Kickstand Center Adjustable alloy,Default,10422,,300,525,0,Standard,,,baed396c-e45b-4898-9683-dea5511e0666,9a0a7ab3-628b-4a72-9e09-f7b89d783736,,,,0,3,0
accessories,Jersey - Specialize Shirt only,Default,10423,,300,510,0,Standard,,,7e3025cd-678a-4386-8008-44c44c98f3b8,8d0d9ca8-2ef6-4b8b-9c2e-d94da8b6c287,,,,0,0,0
accessories,Pump Nozzle Adapter,Default,104240,,9,20,0,Standard,,,8bbc7a81-656a-40a6-bfcf-516441b17ef0,82499fbb-95dd-4cee-af95-8b73f980a717,,,,9,10,0
accessories,Carrier Rack 20 BMX,Default,10427,,85,170,0,Standard,,,ef4a32a8-d3a4-4cd9-a080-ba71f0d84cb7,c8b8e414-f05d-4e8d-8c56-d413ad4a969e,,,,9,13,1
accessories,Step Nut - Med Alloy,Default,10442,Kent,165,295,0,Standard,,,5c845ab6-2c4a-45f5-97ed-22d2f8517305,5acddf2b-8701-46f8-bdf8-4e169783a4e5,,,,5,15,4
accessories,Bar End steel,Default,10460,,0,95,0,Standard,,,f876b795-f2e8-48da-b3c8-f2408b79d979,a691e7a8-0684-4c0c-8195-481e7149350d,,,,0,994,-2
accessories,Light - spoke Reflector light colored,Default,10469,,10,20,0,Standard,,,e4175ac7-e4b6-4a94-b218-f83dfe1aa0f3,c6125fc9-f834-43e6-8a4e-021133cc6849,,,,0,449,-13
accessories,Knee Pads - Kids,Default,10475,,483,890,0,Standard,,,0072d05d-3e32-4c8a-b6ff-cd9a26b5e3fe,b29a1ba8-ca45-45cc-933c-e089978b6b11,,,,0,1,1
accessories,Jersey - Sky Brit shirt only.,Default,10480,,300,510,0,Standard,,,7a756bc3-0b48-41ab-a96d-79fa66b52104,49e68103-c16d-4728-b918-7cf6c4deb199,,,,0,1,0
accessories,BELL steel tw.,Default,10517,Avenue Bikes,45,125,0,Standard,,,587fb476-9e8c-4d6c-b478-37fdd97d6176,69756d61-323a-4050-8d38-e7b29f1487ec,,,,12,2,-2
accessories,Balancer 14,Default,15001,Avenue Bikes,80,165,0,Standard,,,6c178bc4-65ce-493a-97c3-4dfbe73a310c,57c70d18-fcfa-4af4-8d5f-b4e401b4d314,,,,6,6,8
accessories,Balancer 16,Default,15002,Avenue Bikes,85,175,0,Standard,,,e9daaeaa-6886-4816-8869-ed544555279e,4a330312-3b5e-486d-94dc-eeedc5289856,,,,5,13,2
accessories,Pump - Hand Pump STORM #45,Default,15011,Avenue Bikes,110,250,0,Standard,,,d8cf4c57-38e9-4ea2-a353-1e70e7007c2e,98fd4a6f-ed4d-4f53-8554-a6755982d675,,,,6,3,0
accessories,Pump - Hand Pump Storm w/ Gauge STM#41,Default,15012,,235,410,0,Standard,,,9299ce06-1889-485b-8cc2-e22a9332cb57,afb8028f-e9ac-474d-9d6e-352449a9e26d,,,,0,3,0
accessories,repair/ display stand tw,Default,15019,Kent,250,500,0,Standard,,,a6096897-5e0e-4fd9-b892-658d86bf4650,7c5b9703-3e2e-48c1-89df-5d5d35494164,,,,2,0,0
accessories,Water Bottle Governor asst color,Default,15035,Avenue Bikes,100,175,0,Standard,,,05438e1d-722e-472b-99be-5f320b99fbbc,5766ff38-4e5c-4b60-a85d-9645d5ac2b2f,,,,0,1,1
accessories,helmet giant green,Default,16012,,1950,2500,0,Standard,,,08e2ee35-5b9f-46f1-92b8-8e23d6e57584,ae495a70-64f5-4111-ae0b-3326229d77e0,,,,0,0,0
accessories,Valve cup alloy bullet asst color,Default,16017,Kent,4.5,20,0,Standard,,,aaafbab6-3b21-4dcf-b82d-751431fa4f93,10af3e12-c222-429d-97c4-9863702d363e,,,,20,33,0
accessories,Rear Lazer light,Default,16027,,300,500,0,Standard,,,7401417c-df97-411d-a1c4-826942e9684f,924fd473-324f-46ce-ab8c-e67f0632f555,,,,0,0,0
accessories,Carrier Rack 26 MTB,Default,19990,,95,195,0,Standard,,,cbd792fe-8e1a-46a4-86ab-6c14c9280a38,7e42284f-0a81-475f-8b23-69c8769bb8db,,,,9,13,3
accessories,Lock with key steel head,Default,20010,CHN,65,120,0,Standard,,,02294dcd-4d30-4599-babe-b37428791b64,84da26f0-5e32-400c-b498-7960031a87c0,,,,0,1,0
accessories,Hand Pump Storm - 04S small type,Default,20011,Avenue Bikes,140,245,0,Standard,,,86fd971e-2c6d-43f7-9732-7a1fe0d2d765,deb9e337-ada8-46da-946d-5e525456d77d,,,,7,14,1
accessories,Bicycle Computer Speedometer Class A,Default,20043,,480,900,0,Standard,,,11e1b9a9-a664-44d8-b768-44b760f41b53,09c91077-80a7-4f04-87aa-c19dd3a853c0,,,,0,3,1
accessories,Water Bottle Cage (Governor),Default,20044,,0,0,0,Standard,,,69f740de-88bf-444e-813a-9fd086d9d7e7,f04f3b1b-07c8-4556-ba6e-8564aa736fd6,,,,0,0,-1
accessories,Pump - Foot Pump Hose,Default,20055,Avenue Bikes,18,40,0,Standard,,,d77520a8-58f7-4758-97cc-aeec2be2034b,81071e8a-cced-4e4a-ab51-b75380846a93,,,,9,10,1
accessories,Pump - Foot Pump Gasket,Default,20056,Avenue Bikes,4,10,0,Standard,,,fb19a797-6f39-486c-bfc9-76342a611c1a,f2186346-834a-4922-a597-e46252bfb50e,,,,9,59,10
accessories,Front Derailleur (ord/std),Default,20059,Avenue Bikes,45,125,0,Standard,,,720167a1-c4f9-4d69-85c1-eb6c800c2e4f,c89e3ccf-9dc2-450e-ab54-272a30cece67,,,,3,25,7
accessories,Cage - Water Cage Strider 101/160,Default,20069,Avenue Bikes,140,255,0,Standard,,,57b56016-ec7d-4d2b-af47-4e2f69170dd0,b777e0d2-4651-457b-9814-fed98585d968,,,,4,2,0
accessories,Jersey - FOX shirt only,Default,20071,,300,510,0,Standard,,,67d108a9-fded-44e2-97d9-24603a033dbc,be6a2600-e2cd-4f61-8d13-a7125ebba428,,,,0,0,1
accessories,Jersey - Merida Shirt only,Default,20072,,300,510,0,Standard,,,878fb8fc-0a26-40c6-9f12-a6784b93e368,c5424eac-9746-416a-8c0e-cba7abe66d92,,,,0,2,0
accessories,Basket 20 with Brace,Default,20074,Avenue Bikes,120,170,0,Standard,,,6a055a79-e5e6-4c8e-8174-3cb0d0c4cc3d,c0131162-f067-4b34-b025-f15f6ef79153,,,,5,26,1
accessories,Basket 26 with Brace,Default,20075,Avenue Bikes,100,210,0,Standard,,,1188493c-4c95-48e7-850e-350e34d75e6f,55a77104-8f54-4c74-957e-3c591ee4cefb,,,,5,7,-2
accessories,Helmet - Angry Birds Kids,Default,40005,,285,500,0,Standard,,23/2/2018,6da523d7-700c-463b-af39-11f8eaac35fc,c2d81aa9-3160-4fb1-a7d2-372147b93921,,,,0,0,0
accessories,Tube 29 - Duro LV,Default,40006,Avenue Bikes,170,320,0,Standard,,23/2/2018,e43e7220-5260-45fb-a9b3-bec1e5645298,25932316-90c2-4023-89f9-52b1fba7af79,,,,10,0,0
accessories,Light - Selicon tail light 2LED,Default,40015,CHN,35,90,0,Standard,,28/2/2018,ef8192b8-235e-4a96-8565-15198f3dde9f,f1e300ab-d76d-491b-a774-5398e1be4f43,,,,0,-2,0
accessories,Drink - Coke 237ml bottle,Default,40020,,6,12,0,Standard,,5/3/2018,28797a26-9f29-4aad-859b-40f1d07d2cd8,3614e96b-d149-4f7c-ad32-f56e772d7675,,,,23,0,0
accessories,Drink - Sprite 237ml bottle,Default,40021,,6,12,0,Standard,,5/3/2018,60c04efe-80bd-415e-9676-192b7a8f7456,521526fa-93fc-4e7a-95b6-c5d3b8c1290b,,,,-2,0,0
accessories,Stain Rust Cleaner Liquid,Default,40025,,15,30,0,Standard,,7/3/2018,e93d1a16-dd20-4f10-a3ba-38e1a8334964,fe5b95df-3c21-4281-ac2c-57b3e782ce0e,,,,-4,0,0
accessories,Wet Lube,Default,40026,,192,285,0,Standard,,10/3/2018,01e08a10-dae3-47f2-96cd-fe1e016087bc,dd6a6c30-56d8-42f4-8436-8ff1eff6f4e4,,,,0,0,0
accessories,Tube 700c x 23/25 LV CST,Default,40027,,108,220,0,Standard,,10/3/2018,8cfce1cf-502b-464c-8a6e-f51df640f47e,0b4ee97d-3e88-4f59-bdf9-12fa71a645d5,,,,3,0,0
accessories,Bell - YWS Large Chrome top Plastic bottom,Default,40028,,54,110,0,Standard,,10/3/2018,fbdbb6a7-e9b0-4333-938e-a2f69840baee,01caedc0-53ba-4e90-82e2-a60bd112cf5a,,,,2,0,1
accessories,Handle Grip - Stils,Default,40029,,68,130,0,Standard,,10/3/2018,7f5aac6a-8430-4185-be43-aaeb8ecf43d1,cec8fb09-2bc6-4d5c-84cd-90a90e4fbbf3,,,,10,0,0
accessories,Handle Grip - Fire design Ast.,Default,40030,,152,280,0,Standard,,10/3/2018,58223adc-da89-4419-8806-2f9d7ba49078,5c783ac1-4292-4389-9919-ace97f3e1465,,,,6,0,0
accessories,Hub - Governor F&R 32 Hole,Default,40031,Avenue Bikes,2200,3200,0,Standard,,10/3/2018,e8e00b7e-f11c-41a6-99b6-85c17cf2ef4f,83dfb918-2327-4b27-9312-4c6dfad4b4a4,,,,3,2,0
accessories,Headset - Storm Alloy Internal,Default,40032,,620,950,0,Standard,,10/3/2018,1b410b8a-b968-4c19-bd3f-c5c79144dba2,7b6ecb24-1a02-4ecc-ad83-8af161b7ef23,,,,0,0,0
accessories,Rear Cable Road,Default,40033,,75,150,0,Standard,,10/3/2018,593328b3-d3b0-4f25-9ae2-413ea26ce1d7,105e0cce-ca3f-4277-8a8a-897d543a030f,,,,4,0,0
accessories,Helmet kiddie ima/ tommy star,Default,40034,,285,500,0,Standard,,10/3/2018,845355b1-db00-4890-8599-c975ec9ab144,e050ca67-2f79-4ff6-a382-7f54f90f4154,,,,1,-1,0
accessories,Stem (ahead) Strider 50mm Blk Ornate,Default,40036,,1100,1500,0,Standard,,10/3/2018,56e259cf-6b47-4a08-88c4-6a7180fbb031,bc84e45e-cb43-475e-9687-9b33fb93ff98,,,,1,0,0
accessories,Gloves - Catcher 7861515,Default,40043,,220,400,0,Standard,,10/3/2018,1cebf505-1f21-4824-b66c-2f546205a2a9,ba39a2a0-ff2c-4cba-9ae9-da9cca85d85b,,,,3,0,0
accessories,Gloves - SRAM,Default,40044,,120,300,0,Standard,,10/3/2018,7c8ce098-207a-4aa9-a395-9cda60804481,4314574c-bc29-4107-8622-36b38a4915c1,,,,0,2,0
accessories,Gloves - Catcher 3001,Default,40045,,220,400,0,Standard,,10/3/2018,99b565ea-05c8-4a42-932b-3b703f601b65,a467bd0b-2c2c-4483-93dc-609601004e17,,,,2,2,0
accessories,Gloves - Catcher 7065-15,Default,40046,,220,400,0,Standard,,10/3/2018,ff2b44b9-0c9d-4164-98be-071882007598,55ac3116-b6e2-4b99-b431-c3cd6a73a3db,,,,2,0,0
accessories,disc brake Rotor only Cutter Blue,Default,40047,,740,950,0,Standard,,10/3/2018,7994219f-ff06-4b5f-bb98-783a1e97097f,71942ab6-5bf0-4157-88c7-29ba23be5cf5,,,,2,0,0
accessories,Gloves - Catcher 60021,Default,40048,,220,400,0,Standard,,10/3/2018,31478b8c-9161-4b44-8907-aa6707fc767e,8dfec1f2-36c3-4934-9316-f5fcae15a796,,,,1,1,0
accessories,Lock w/ combine number blk.,Default,40059,,125,250,0,Standard,,16/3/2018,3a1b49c1-ed1d-413e-83c6-ac0adb0fdbca,842f7b7a-4e95-4ada-a35d-0ccb85b7460c,,,,0,0,0
accessories,Lock w/ key colored new,Default,40060,,45,150,0,Standard,,16/3/2018,215404d4-a2b4-4053-8d44-5c4d76f306ab,1dd5e815-fc22-4897-a333-703cb5f5fd9b,,,,0,6,2
accessories,Lock w/ key colored silver,Default,40061,,93,200,0,Standard,,16/3/2018,d3b54920-4cf3-4ba9-b06e-11b6090653eb,eae32ad7-6426-45a9-acc0-dda54a83b750,,,,0,3,1
accessories,Wristlet Cool,Default,40075,,145,265,0,Standard,,24/3/2018,425ceded-77f6-480b-a2fb-466901f9f4d5,792fef41-2ac0-42b3-b790-7839fb91e9dc,,,,1,0,0
accessories,Spacer - Carbon sold by mm 5/10/15/20mm,Default,40076,CHN,2.5,8,0,Standard,,1/4/2018,868eb120-aad4-477e-9e30-8cb9ef541707,bf0d2912-7e22-426f-ae61-0a2fb5a25741,,,,-62,0,0
accessories,Sticker - Carbon fiber sticker roll (all colors) 10cm x 127cm,Default,40079,CHN,90,250,0,Standard,,3/4/2018,846264b3-4431-4d99-87a0-2760783b79ae,a70a65a5-8a1b-404d-b5f9-c6d38ff38f15,,<p>sold by the roll.</p>,,5,0,0
accessories,Steel Ball - SB 5/32,Default,40095,Kent,0.04,0.5,0,Standard,,18/4/2018,23da6901-37a5-47e7-bc9a-8d11af4f59f6,0f7bdc8a-1877-4f45-b8e9-7717537de82b,,,,0,656,0
accessories,Steel Ball - SB 1/8 inch,Default,40096,Kent,0.05,0.5,0,Standard,,18/4/2018,1b68a2a9-acc6-4267-8c62-f06a07990994,50619d31-71b2-41b3-afad-d7dd9fe0d5f4,,,,0,720,0
accessories,Shifter Lever with Cable 7s with Cable,Default,40097,Kent,680,1200,0,Standard,,18/4/2018,b8d3ef4b-0af3-4cb4-8276-c5b13c7500a1,8d190c21-d06f-4a5a-acdf-c7dcb3bfa9d7,,,,0,3,0
accessories,Bike 24 - City/Ladies Kent,Default,40101,Kent,2950,5900,0,Standard,,18/4/2018,02f8bd4d-30ab-4e9a-8e9c-ae1295a13b99,1b213890-5241-4bd4-98b8-073cc55c6bc4,,,,0,4,0
accessories,Aquamundo Boots,Default,40102,CHN,700,950,0,Standard,,18/4/2018,9b377716-25f5-46d7-9823-3864a50dd706,4b4d3cb4-9437-4ae1-a131-9a61e6e9bb79,,,,0,4,0
accessories,Bike 20 - Champion,Default,40110,Avenue Bikes,2400,4800,0,Standard,,19/5/2018,9a6b9f50-90d7-4a0e-8ef6-48a0c0449714,bf92eb7d-74e1-4de5-ad8d-59a8b3678d4d,,,,0,1,0
accessories,Bike 12 - Tommy Star,Default,40111,Avenue Bikes,1700,3400,0,Standard,,19/5/2018,69c6b3ca-c46b-44da-92f5-68e01750d4db,15d76d91-c687-474a-b99b-4888cff262fa,,,,0,4,0
accessories,Pump - Foot Pump Storm,Default,72001,Avenue Bikes,400,700,0,Standard,,,335ebbd4-beec-47fb-bb55-7ddca44c678b,cb6587c7-c862-412d-8e8a-4b480b7ffa15,,,"<ul>
<li><span style=""font-size: 16.6544px;""> </span></li>
</ul>",0,4,0
accessories,Foot Pump Storm,Default,72002,Avenue Bikes,350,800,0,Standard,,,938f2ac9-14b0-45de-a707-1fcff55492b3,76e2436e-67f5-4b60-a190-af592e9e08c7,,,,-1,0,1
accessories,Hand Pump w/gauge - Kent,Default,81095,Kent,235,420,0,Standard,,,fef46fd4-0f9a-476f-9af5-b1c7c35a1894,494b4e42-d061-4f86-8d5e-1d8fedb0f510,,,,0,0,1
accessories,Tube Repair Kit - Redsun,Default,81127,Kent,17,50,0,Standard,,,202f7e61-71de-44b7-8f71-364af2c677b9,bde0521d-9797-44bf-be8f-8c4aeeb86f5d,,,,0,13,3
accessories,Flash Light - CREE with Mount,Default,81130,CHN,160,350,0,Standard,,,6471d744-e50a-4b45-8866-2a321e284dd5,2fa41b01-1a5c-4a34-9ac4-666d8fd5ba1d,,,,0,0,3
accessories,Chain Stay Cloth - Giant,Default,81131,CHN,45,85,0,Standard,,,2b4fec7e-cf1d-47f7-8c72-7d51c7080ac6,c434d570-74c5-4d5d-b465-b7be564cf75e,,,,0,0,0
accessories,Horn - Electric with batt. (colors),Default,81137,CHN,120,285,0,Standard,,,2e133b88-d29b-4f27-b8f6-4db96b8bd559,419b51e9-2ea9-4140-acea-f82b41cb8a66,,,<p>includes 2x aaa ord batteries</p>,1,3,4
accessories,Carrier Rack 26 - Steel,Default,81152,Kent,145,300,0,Standard,,,06373d7b-2de4-4f52-89ae-1b5d09d0c414,558c462e-ecee-4d1b-85ec-7b71c72e977e,,,,0,12,3
accessories,Spacer - 15mm Smooth Aluminum,Default,81155,Kent,14,35,0,Standard,,,2ecf7aae-8c30-49d1-be2a-653602033666,22db62ec-248b-498b-be24-94d434a6cbdf,,,,6,18,1
accessories,Flashlight - Mini (not bike),Default,81157,CHN,55,100,0,Standard,,,022356be-4214-4b64-9ae8-57340cffc8d8,8765428a-eabd-4772-9aa0-6dba5e27f364,,,,0,2,1
accessories,Light - Rear Laser Light - Red/Blue/White,Default,81158,CHN,110,265,0,Standard,,,5af513ea-d381-4298-a66a-3a582dc778f0,250522f6-cf01-423f-8f1c-8bfabb6c2b23,,,,4,49,2
accessories,Bag - triangle Nanfeng/DNOBO,Default,81168,CHN,185,300,0,Standard,,,c86ae094-f0ec-452d-bcc5-4dfc5b7e38f8,d88f1fae-1da1-40cb-b603-7c89d115992f,,,,0,0,0
accessories,Water Bottle -Discovery (colors),Default,81170,CHN,140,299,0,Standard,,,fc0373fc-9054-4218-9051-f9fb1bfeac03,df9ffeb7-490a-47a5-91ca-c48a2af17c5f,,,,0,8,3
accessories,Bag-Nanfeng underset,Default,81180,CHN,185,370,0,Standard,,,bcb4b33c-2023-4a1e-886d-58301c306885,360f934b-cd76-41ba-b865-2561f66c2ba2,,,,0,1,0
accessories,Jersey - Giant Imported Shirt only,Default,81197,Kent,780,1370,0,Standard,,,5899d808-b63f-46fa-a5a9-d5ff7e3b6c3b,2c3fa970-a7bf-484b-bb40-03f6d064b1d5,,,,0,0,0
accessories,Kickstand - BMX 20 alloy,Default,81209,Avenue Bikes,70,180,0,Standard,,,dc85d929-1b42-4464-a578-d803460a3a0a,3b570c38-a40b-421e-91ee-bb59722627d7,,,,6,11,0
accessories,Handle Bar Tape - MHL,Default,81212,Kent,215,380,0,Standard,,,85765650-4b9a-4981-a46a-3ccd68d75518,14973a21-f66d-4b29-8b2d-0b574e030ee7,,,,6,2,2
accessories,Pedal Straps K-PEDC Colors,Default,81224,CHN,130,250,0,Standard,,,8679994a-7b1a-470f-83ec-b4cee438977c,1b53b102-f4c4-4ff1-828a-a44f99a2f702,,,,0,3,2
accessories,Kickstand - Alloy mtb high Class A,Default,81225,CHN,330,750,0,Standard,,,8ae7f8c1-e884-4edc-91b6-0a6079795249,a62f6d83-6c51-4a19-87f3-cc5b12b3bf0a,,,,1,1,0
accessories,Bag - Roswheel Under Seat Small,Default,81226,CHN,185,500,0,Standard,,,c821e56b-edf1-4f9e-bf1e-ad53de8088c9,6dc1ee52-467f-4e1e-9582-230f08cf697b,,,,0,2,1
accessories,Disc Brake - Rotar Only Bracko,Default,81227,Kent,250,400,0,Standard,,,d54cf890-a3f7-4866-b53b-7fae45e907a6,a53c775d-04c6-4015-8510-b289f4884a5d,,,,0,1,0
accessories,Bicycle Computer - YS wireless set,Default,81240,CHN,500,890,0,Standard,,,5e2c58c1-e6c9-43ae-84b9-b54fcc5e7767,19d02586-adc6-4a89-a0ea-cdbaf312f93e,,,,0,-1,0
accessories,Water Cage Massload BLK,Default,81250,Kent,150,250,0,Standard,,,99a574f0-4f20-415b-a078-dda997d13189,4647e48a-207d-4c95-9270-56200f6640eb,,,,0,3,0
accessories,Cycling Shorts unbranded,Default,81252,Kent,300,650,0,Standard,,,bcf962af-b2f8-469b-b34f-958e237d2573,29d3eea1-79ee-4b5e-884e-17b82e2fc7f6,,,,0,0,0
accessories,Bag - Giant 4 in 1,Default,81254,CHN,400,700,0,Standard,,,8ef85e89-c4ee-4ddb-86e6-334cd90a4d86,1a341258-780b-4264-9c34-1557ec3bc87c,,,,0,1,0
accessories,Turban Scarf,Default,81258,CHN,55,155,0,Standard,,,ea977184-18b2-4c34-8bff-db9351dd9d5e,548cefb0-52a4-4ffe-8165-81897510c380,,,,0,1,2
accessories,Helmet - Adult Giant,Default,81259,CHN,575,1500,0,Standard,,,4da5061d-7241-4028-b502-ceb8d4520263,3ee5567d-ff35-41b2-83db-d0881016b66a,,,,0,0,0
accessories,Helmet - Adult Moon,Default,81260,CHN,1500,2200,0,Standard,,,992b826e-7811-4380-8a61-e65b34f459bd,dbc80da0-1dbd-4da2-9a09-4ef0a8a4e71d,,,,0,0,0
accessories,Cycling Shorts - Lycra Brand,Default,81262,CHN,800,1500,0,Standard,,,4224b856-3d30-4531-b395-930723f5c018,7834e7a9-1f52-45bd-9cb3-951e83e194da,,,,0,0,0
accessories,Pump - Hand Pump Storm small type#04,Default,81276,Avenue Bikes,140,260,0,Standard,,,a844be8f-c2bf-4abb-8c2a-809f0c42a4b0,7e7dfd9a-41d3-4d80-b7c0-5785b5391d27,,,,0,0,0
accessories,Balancer 12-20 Universal,Default,81280,Avenue Bikes,130,235,0,Standard,,,a8364c52-59d7-466a-b77b-4f05589d1af2,b7a466c8-2cb1-49ec-825b-8785068e61f3,,,,1,5,6
accessories,Basket 20/26 - Steel hook type,Default,81285,Kent,138,240,0,Standard,,,7f684020-4131-41de-956f-6d7bbb131122,41b06c4a-56b7-46db-a0c9-15cc3439dfd1,,,,5,20,-4
